car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarBrand_alfa-romero,CarBrand_audi,CarBrand_bmw,CarBrand_buick,CarBrand_chevrolet,CarBrand_dodge,CarBrand_honda,CarBrand_isuzu,CarBrand_jaguar,CarBrand_mazda,CarBrand_mercury,CarBrand_mitsubishi,CarBrand_nissan,CarBrand_peugeot,CarBrand_plymouth,CarBrand_porcshce,CarBrand_porsche,CarBrand_renault,CarBrand_saab,CarBrand_subaru,CarBrand_toyota,CarBrand_toyouta,CarBrand_volkswagen,CarBrand_volvo,CarBrand_vw,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,cluster
53,0.6000000000000001,mazda rx2 coupe,0.2241379310344826,0.2686567164179103,0.3250000000000002,0.5249999999999999,0.1617532971295577,0.1734104046242774,0.3499999999999998,0.4364640883977901,0.1333333333333333,0.1257861635220125,0.4594594594594592,0.72,0.6470588235294118,0.0525540582889376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54,0.6000000000000001,mazda rx-4,0.2241379310344826,0.383582089552239,0.3250000000000002,0.5249999999999999,0.1772692009309542,0.1734104046242774,0.3499999999999998,0.4364640883977901,0.1333333333333333,0.1257861635220125,0.4594594594594592,0.72,0.6470588235294118,0.0494202444374804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
55,0.6000000000000001,mazda glc deluxe,0.2241379310344826,0.383582089552239,0.3250000000000002,0.5249999999999999,0.1792086889061287,0.1734104046242774,0.3857142857142859,0.4364640883977901,0.1333333333333333,0.1257861635220125,0.4594594594594592,0.72,0.6470588235294118,0.0713569413976809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60,0.6000000000000001,mazda 626,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.4916666666666667,0.3479441427463149,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1066666666666665,0.2264150943396226,0.3513513513513513,0.52,0.4705882352941176,0.1167972422438107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
61,0.4,mazda glc custom l,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.641666666666667,0.3576415826221877,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1066666666666665,0.2264150943396226,0.3513513513513513,0.52,0.4705882352941176,0.1058288937637104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,0.6000000000000001,mazda glc custom,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.4916666666666667,0.3479441427463149,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1066666666666665,0.2264150943396226,0.3513513513513513,0.52,0.4705882352941176,0.1716389846443121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,0.4,mazda rx-4,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.641666666666667,0.3576415826221877,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1066666666666665,0.2264150943396226,0.3513513513513513,0.52,0.4705882352941176,0.1606706361642118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
64,0.4,mazda glc deluxe,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.641666666666667,0.3704422032583397,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1333333333333333,0.10062893081761,0.2702702702702702,0.92,0.7647058823529412,0.1779066123472265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
65,0.4,mazda 626,0.4206896551724135,0.5477611940298508,0.5166666666666666,0.641666666666667,0.3634600465477113,0.3526011560693641,0.6071428571428574,0.5690607734806632,0.1066666666666665,0.2264150943396226,0.3513513513513513,0.52,0.4705882352941176,0.192008774678784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66,0.4,mazda glc,0.6310344827586207,0.5059701492537312,0.4833333333333334,0.5500000000000003,0.4584949573312644,0.4566473988439306,0.8714285714285712,0.4419889502762433,0.0666666666666666,0.4528301886792453,0.4594594594594592,0.24,0.3235294117647058,0.4124725791287997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0.4,mazda rx-7 gs,0.6310344827586207,0.5059701492537312,0.4833333333333334,0.5500000000000003,0.4701318851823119,0.4219653179190751,0.6357142857142859,0.7071823204419891,1.0,0.150943396226415,0.0270270270270267,0.72,0.676470588235294,0.4144782199937323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
77,0.8,mitsubishi mirage,0.2448275862068967,0.2417910447761198,0.3416666666666677,0.2499999999999995,0.1667959658650116,0.1791907514450866,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.96,0.7352941176470588,0.008492635537449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
78,0.8,mitsubishi lancer,0.2448275862068967,0.2417910447761198,0.3416666666666677,0.2499999999999995,0.1768813033359193,0.1791907514450866,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0335631463491068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
79,0.8,mitsubishi outlander,0.2448275862068967,0.2417910447761198,0.3416666666666677,0.2499999999999995,0.2001551590380139,0.1791907514450866,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0486054528361015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
82,1.0,mitsubishi g4,0.3344827586206893,0.4761194029850748,0.4250000000000007,0.1333333333333333,0.325833979829325,0.3526011560693641,0.5785714285714285,0.6077348066298343,0.0999999999999999,0.2515723270440251,0.4594594594594592,0.48,0.4705882352941176,0.1059542463177687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
86,0.6000000000000001,mitsubishi montero,0.3344827586206893,0.4671641791044778,0.4250000000000007,0.3166666666666669,0.3401861908456167,0.3526011560693641,0.5785714285714285,0.6077348066298343,0.0999999999999999,0.2515723270440251,0.4594594594594592,0.48,0.4705882352941176,0.0586336571607646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87,0.6000000000000001,mitsubishi pajero,0.3344827586206893,0.4671641791044778,0.4250000000000007,0.3166666666666669,0.3557020946470132,0.3526011560693641,0.5785714285714285,0.6077348066298343,0.0999999999999999,0.2515723270440251,0.4594594594594592,0.48,0.4705882352941176,0.0962394233782513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,0.6000000000000001,Nissan versa,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.1555469356089992,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.011939830774052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
