car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarBrand_alfa-romero,CarBrand_audi,CarBrand_bmw,CarBrand_buick,CarBrand_chevrolet,CarBrand_dodge,CarBrand_honda,CarBrand_isuzu,CarBrand_jaguar,CarBrand_mazda,CarBrand_mercury,CarBrand_mitsubishi,CarBrand_nissan,CarBrand_peugeot,CarBrand_plymouth,CarBrand_porsche,CarBrand_renault,CarBrand_saab,CarBrand_subaru,CarBrand_toyota,CarBrand_volkswagen,CarBrand_volvo,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi
11,0.8,bmw 320i,0.5034482758620689,0.5328358208955226,0.375,0.5416666666666665,0.35182311869666405,0.2716763005780347,0.6857142857142857,0.24309392265193375,0.12,0.33333333333333337,0.8918918918918917,0.4,0.38235294117647056,0.35449702287684115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0.4,bmw 320i,0.5034482758620689,0.5328358208955226,0.375,0.5416666666666665,0.35182311869666405,0.2716763005780347,0.6857142857142857,0.24309392265193375,0.12,0.33333333333333337,0.8918918918918917,0.4,0.38235294117647056,0.37000940144155436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13,0.4,bmw x1,0.5034482758620689,0.5328358208955226,0.375,0.5416666666666665,0.474010861132661,0.5953757225433526,0.55,0.45856353591160226,0.1333333333333333,0.4591194968553459,0.054054054054053946,0.31999999999999995,0.3529411764705882,0.49677217173299903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14,0.4,bmw x3,0.5034482758620689,0.5328358208955226,0.375,0.5416666666666665,0.495345228859581,0.5953757225433526,0.55,0.45856353591160226,0.1333333333333333,0.4591194968553459,0.054054054054053946,0.31999999999999995,0.3529411764705882,0.5010028204324662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15,0.6000000000000001,bmw z4,0.5827586206896553,0.7149253731343284,0.5500000000000007,0.6583333333333337,0.6078355314197053,0.5953757225433526,0.55,0.45856353591160226,0.1333333333333333,0.4591194968553459,0.054054054054053946,0.28,0.2647058823529411,0.6094327796928862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,0.4,bmw x4,0.5827586206896553,0.7149253731343284,0.5500000000000007,0.6583333333333337,0.6757176105508145,0.8554913294797687,0.7714285714285716,0.5690607734806632,0.06666666666666665,0.8427672955974842,0.6756756756756754,0.12,0.17647058823529416,0.8035725477906612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17,0.4,bmw x5,0.5827586206896553,0.7865671641791048,0.6333333333333337,0.4916666666666667,0.7339022498060512,0.8554913294797687,0.7714285714285716,0.5690607734806632,0.06666666666666665,0.8427672955974842,0.6756756756756754,0.12,0.17647058823529416,0.16223754308994043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18,0.4,bmw x3,0.806896551724138,0.8343283582089551,0.8833333333333337,0.7083333333333335,0.7823894491854151,0.8554913294797687,0.7714285714285716,0.5690607734806632,0.06666666666666665,0.8427672955974842,0.6756756756756754,0.07999999999999996,0.11764705882352944,0.9953619554998433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,0.8,chevrolet impala,0.062068965517241725,0.0,0.0,0.4500000000000006,0.0,0.0,0.26428571428571446,0.37016574585635365,0.16666666666666663,0.0,0.5135135135135136,0.43999999999999995,0.4117647058823529,0.001034158570980881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20,0.6000000000000001,chevrolet monte carlo,0.27241379310344804,0.22089552238805998,0.27500000000000036,0.3500000000000001,0.14972847168347558,0.16763005780346818,0.34999999999999987,0.41436464088397784,0.17333333333333334,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.03688498903165152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,0.4,chevrolet vega 2300,0.27241379310344804,0.2641791044776123,0.27500000000000036,0.3500000000000001,0.1633048875096974,0.16763005780346818,0.34999999999999987,0.41436464088397784,0.17333333333333334,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.04565966781573175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,0.6000000000000001,dodge rampage,0.2448275862068967,0.2417910447761198,0.29166666666666696,0.24999999999999956,0.15050426687354534,0.16763005780346818,0.30714285714285716,0.48066298342541436,0.16066666666666662,0.12578616352201255,0.7297297297297294,0.96,0.7352941176470588,0.0142275148856158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,0.6000000000000001,dodge challenger se,0.2448275862068967,0.2417910447761198,0.29166666666666696,0.24999999999999956,0.15050426687354534,0.16763005780346818,0.30714285714285716,0.48066298342541436,0.16000000000000003,0.12578616352201255,0.7297297297297294,0.72,0.6470588235294118,0.03945471638984646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,0.6000000000000001,dodge d200,0.2448275862068967,0.2417910447761198,0.29166666666666696,0.24999999999999956,0.24825446082234293,0.21387283236994215,0.34999999999999987,0.5690607734806632,0.039999999999999925,0.339622641509434,0.7297297297297294,0.43999999999999995,0.4117647058823529,0.08896897524287059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,0.6000000000000001,dodge monaco (sw),0.2448275862068967,0.2417910447761198,0.29166666666666696,0.23333333333333384,0.18580294802172226,0.16763005780346818,0.30714285714285716,0.48066298342541436,0.16000000000000003,0.12578616352201255,0.7297297297297294,0.72,0.6470588235294118,0.03481667188968976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,0.6000000000000001,dodge colt hardtop,0.2448275862068967,0.2417910447761198,0.29166666666666696,0.23333333333333384,0.1943366951124903,0.16763005780346818,0.30714285714285716,0.48066298342541436,0.16000000000000003,0.12578616352201255,0.7297297297297294,0.72,0.6470588235294118,0.0493262300219367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27,0.6000000000000001,dodge colt (sw),0.2448275862068967,0.2417910447761198,0.29166666666666696,0.23333333333333384,0.1943366951124903,0.16763005780346818,0.30714285714285716,0.48066298342541436,0.16000000000000003,0.12578616352201255,0.7297297297297294,0.72,0.6470588235294118,0.07806330303979944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,0.6000000000000001,dodge coronet custom,0.2448275862068967,0.2417910447761198,0.29166666666666696,0.23333333333333384,0.2726920093095423,0.21387283236994215,0.34999999999999987,0.5690607734806632,0.039999999999999925,0.339622641509434,0.7297297297297294,0.43999999999999995,0.4117647058823529,0.10780319649012848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29,0.2,dodge dart custom,0.5758620689655172,0.5,0.3583333333333334,0.9999999999999996,0.40612878200155156,0.35260115606936415,0.5714285714285714,0.6077348066298343,0.09999999999999998,0.2515723270440251,0.4594594594594592,0.43999999999999995,0.4117647058823529,0.11917894077091823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30,1.0,dodge coronet custom (sw),0.3206896551724139,0.4791044776119402,0.5,0.20000000000000062,0.513188518231187,0.5491329479768786,0.7571428571428573,0.850828729281768,0.0,0.610062893081761,0.4594594594594592,0.24,0.23529411764705876,0.24587903478533374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0.8,honda civic,0.0,0.052238805970149294,0.2999999999999998,0.24999999999999956,0.08727695888285492,0.17919075144508667,0.26428571428571446,0.5801104972375692,0.17333333333333334,0.06289308176100628,0.3513513513513513,0.43999999999999995,0.4117647058823529,0.04265120651833282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32,0.8,honda civic cvcc,0.0,0.052238805970149294,0.2999999999999998,0.24999999999999956,0.12839410395655548,0.17919075144508667,0.26428571428571446,0.5801104972375692,0.1466666666666666,0.17610062893081757,1.0,0.72,0.6470588235294118,0.05443434659981197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33,0.6000000000000001,honda civic,0.2448275862068967,0.13283582089552226,0.30833333333333357,0.3999999999999999,0.1353762606671839,0.10404624277456648,0.26428571428571446,0.39226519337016574,0.20666666666666667,0.07547169811320753,0.7297297297297294,1.0,0.7647058823529412,0.008806016922594806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34,0.6000000000000001,honda accord cvcc,0.2448275862068967,0.13283582089552226,0.30833333333333357,0.3999999999999999,0.1753297129557797,0.17919075144508667,0.26428571428571446,0.5801104972375692,0.1466666666666666,0.17610062893081757,1.0,0.6799999999999999,0.5294117647058824,0.04421811344406143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35,0.6000000000000001,honda civic cvcc,0.2448275862068967,0.13283582089552226,0.30833333333333357,0.3999999999999999,0.18153607447633824,0.17919075144508667,0.26428571428571446,0.5801104972375692,0.1466666666666666,0.17610062893081757,1.0,0.6799999999999999,0.5294117647058824,0.06302099655280477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
36,0.4,honda accord lx,0.3413793103448275,0.33283582089552244,0.30833333333333357,0.5583333333333331,0.20248254460822346,0.17919075144508667,0.26428571428571446,0.5801104972375692,0.1466666666666666,0.17610062893081757,1.0,0.6799999999999999,0.5294117647058824,0.06822312754622376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37,0.4,honda civic 1500 gl,0.3413793103448275,0.23880597014925353,0.2999999999999998,0.8749999999999996,0.20791311093871212,0.17919075144508667,0.2714285714285716,0.5801104972375692,0.1466666666666666,0.17610062893081757,1.0,0.6799999999999999,0.5294117647058824,0.06822312754622376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,0.4,honda accord,0.3413793103448275,0.39402985074626873,0.4083333333333341,0.4583333333333335,0.29014740108611325,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.23899371069182385,0.8918918918918917,0.56,0.5,0.0870260106549671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39,0.4,honda civic 1300,0.3413793103448275,0.39402985074626873,0.4083333333333341,0.4583333333333335,0.3107059736229635,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.23899371069182385,0.8918918918918917,0.56,0.5,0.1246317768724538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40,0.4,honda prelude,0.3413793103448275,0.5119402985074628,0.4083333333333341,0.5249999999999999,0.31652443754848725,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.23899371069182385,0.8918918918918917,0.56,0.5,0.11679724224381072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41,0.4,honda accord,0.3413793103448275,0.5119402985074628,0.18333333333333357,0.5249999999999999,0.34290147401086113,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.23899371069182385,0.8918918918918917,0.56,0.5,0.16223754308994043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
42,0.4,honda civic,0.3413793103448275,0.5119402985074628,0.4083333333333341,0.5249999999999999,0.3789759503491078,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.1333333333333333,0.33333333333333337,0.8918918918918917,0.43999999999999995,0.3529411764705882,0.24528361015355687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43,0.6000000000000001,honda civic (auto),0.3413793103448275,0.4179104477611939,0.47500000000000053,0.26666666666666705,0.3122575640031032,0.2832369942196532,0.4357142857142857,0.6740331491712708,0.14,0.32704402515723274,0.7297297297297294,0.48,0.4411764705882353,0.16380445001566907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44,0.4,isuzu MU-X,0.2655172413793103,0.4417910447761191,0.125,0.4750000000000001,0.3293250581846392,0.2890173410404624,0.55,0.48066298342541436,0.09999999999999998,0.18867924528301883,0.3513513513513513,0.43999999999999995,0.38235294117647056,0.052240676903791916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45,0.6000000000000001,isuzu D-Max ,0.27241379310344804,0.22089552238805998,0.27500000000000036,0.3500000000000001,0.14972847168347558,0.16763005780346818,0.34999999999999987,0.41436464088397784,0.17333333333333334,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.11903791914760264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46,0.4,isuzu D-Max V-Cross,0.27241379310344804,0.22089552238805998,0.27500000000000036,0.3500000000000001,0.1633048875096974,0.16763005780346818,0.34999999999999987,0.41436464088397784,0.17333333333333334,0.1383647798742138,0.6756756756756754,1.0,0.7941176470588235,0.11903791914760264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,0.8,isuzu D-Max ,0.32413793103448274,0.4701492537313432,0.4083333333333341,0.30000000000000027,0.4833204034134988,0.33526011560693636,0.6357142857142859,0.48066298342541436,0.1466666666666666,0.26415094339622636,0.4594594594594592,0.43999999999999995,0.38235294117647056,0.18583516139141337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,0.4,jaguar xj,0.9103448275862069,0.8731343283582089,0.7749999999999995,0.4166666666666665,1.0,0.34104046242774566,0.7785714285714287,1.0000000000000002,0.07333333333333325,0.8050314465408804,0.3243243243243241,0.07999999999999996,0.08823529411764708,0.8502663741773738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49,0.4,jaguar xf,0.9103448275862069,0.8731343283582089,0.7749999999999995,0.4166666666666665,1.0,0.34104046242774566,0.7785714285714287,1.0000000000000002,0.07333333333333325,0.8050314465408804,0.3243243243243241,0.07999999999999996,0.08823529411764708,0.9536822312754621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
